ID interno,Data pagamento,Data de vencimento,ID Pagamento,Cliente,Localidade,Número da Fatura,Número da Nota Fiscal,FIDIC,Valor da nota,Valor Já Recebido,Conta bancária,Conta contábil,ID interno,Valor restante,Numero Parcela - ACS,Valor Pago Parcela - ACS,Data de vencimento/Receber até,Data Vencimento - ACS,Categoria de cliente,Data da Transação
591398,30/07/2025,27/08/2025,Pagamento #66276,CJ2882 UNIMED DE LONDRINA - PR,DF - DISTRIBUIDORA 0004 [5],65816,000059448,Sim,45910.00,45910.00,1111232 1.1.1.01.02.032 - Banco DCASH Digital 937-1,1121101 1.1.2.01.01.001 - Operadoras de Saúde,591398,.00,1,22955.00,,30/07/2025,OPERADORA,30/06/2025
591397,30/07/2025,28/09/2025,Pagamento #66275,CJ186 HOSPITAL UNIMED VITORIA - ES,DF - DISTRIBUIDORA 0004 [5],65723,000059359,Sim,127336.00,127336.00,1111232 1.1.1.01.02.032 - Banco DCASH Digital 937-1,1121102 1.1.2.01.01.002 - Clínicas e Hospitais,591397,.00,1,42445.33,,30/07/2025,HOSPITAL,30/06/2025
591395,30/07/2025,30/07/2025,Pagamento #66274,CJ148 HOSPITAL SAO PAULO - ARARAQUARA - SP,DF - DISTRIBUIDORA 0004 [5],65724,000059360,Sim,18108.20,18108.20,1111232 1.1.1.01.02.032 - Banco DCASH Digital 937-1,1121102 1.1.2.01.01.002 - Clínicas e Hospitais,591395,.00,1,18108.20,,30/07/2025,HOSPITAL,30/06/2025
591384,30/07/2025,30/08/2025,Pagamento #66273,CJ4195 SAO JOAQUIM HOSPITAL E MATERNIDADE - FRANCA - SP,DF - DISTRIBUIDORA 0004 [5],65294,000058963,Não,10731.60,10731.60,1111311 1.1.1.01.03.011 - Banco SOFISA -  873,1121102 1.1.2.01.01.002 - Clínicas e Hospitais,591384,.00,1,5365.80,,30/07/2025,HOSPITAL,23/06/2025
591383,30/07/2025,30/07/2025,Pagamento #66272,CJ4882 UNIMED APUCARANA - PR,SC - DISTRIBUIDORA 0006 [8],66003,000001293,Não,1233.36,1233.36,1111311 1.1.1.01.03.011 - Banco SOFISA -  873,1121102 1.1.2.01.01.002 - Clínicas e Hospitais,591383,.00,1,1233.36,,30/07/2025,HOSPITAL,02/07/2025
591376,29/07/2025,28/08/2025,Pagamento #66269,CJ5077 GAMSO - BELEM - PA,SC - DISTRIBUIDORA 0006 [8],64147,000001127,Sim,39850.48,39850.48,1111232 1.1.1.01.02.032 - Banco DCASH Digital 937-1,1121102 1.1.2.01.01.002 - Clínicas e Hospitais,591376,.00,2,13283.49,,29/07/2025,HOSPITAL,30/05/2025
591374,29/07/2025,28/08/2025,Pagamento #66268,CJ4861 COP - CENTRO DE ONCOLOGIA DO PARANA - CURITIBA - PR,SC - DISTRIBUIDORA 0006 [8],64206,000001133,Sim,65020.38,65020.38,1111232 1.1.1.01.02.032 - Banco DCASH Digital 937-1,1121102 1.1.2.01.01.002 - Clínicas e Hospitais,591374,.00,2,21673.46,,29/07/2025,CLINICA,30/05/2025
591372,29/07/2025,29/07/2025,Pagamento #66267,CJ4815 HOSPITAL SAO VICENTE - CURITIBA - PR,SC - DISTRIBUIDORA 0006 [8],64148,000001128,Sim,7372.60,7372.60,1111232 1.1.1.01.02.032 - Banco DCASH Digital 937-1,1121102 1.1.2.01.01.002 - Clínicas e Hospitais,591372,.00,2,3686.30,,29/07/2025,HOSPITAL,30/05/2025
591371,29/07/2025,28/08/2025,Pagamento #66266,CJ4667 HOSPITAL UNIMED CUIABA - MT,DF - DISTRIBUIDORA 0004 [5],64137,000057965,Sim,45543.12,45543.12,1111232 1.1.1.01.02.032 - Banco DCASH Digital 937-1,1121102 1.1.2.01.01.002 - Clínicas e Hospitais,591371,.00,2,15181.04,,29/07/2025,HOSPITAL,30/05/2025
591370,29/07/2025,30/07/2025,Pagamento #66265,CJ4227 UNIMED MACHADO - SP,DF - DISTRIBUIDORA 0004 [5],65732,000059368,Sim,17043.28,17043.28,1111232 1.1.1.01.02.032 - Banco DCASH Digital 937-1,1121101 1.1.2.01.01.001 - Operadoras de Saúde,591370,.00,1,17043.28,,30/07/2025,OPERADORA,30/06/2025
591369,29/07/2025,29/07/2025,Pagamento #66264,CJ4012 HOSPITAL POLICLIN - SAO JOSE DOS CAMPOS - SP,DF - DISTRIBUIDORA 0004 [5],64202,000058023,Sim,5563.92,5563.92,1111232 1.1.1.01.02.032 - Banco DCASH Digital 937-1,1121102 1.1.2.01.01.002 - Clínicas e Hospitais,591369,.00,2,2781.96,,29/07/2025,HOSPITAL,30/05/2025
591368,29/07/2025,29/07/2025,Pagamento #66263,CJ398 CENTRO CLINICO UNIMED - SETOR SUL - GOIANIA - GO,DF - DISTRIBUIDORA 0004 [5],64141,000057975,Sim,33270.00,33270.00,1111232 1.1.1.01.02.032 - Banco DCASH Digital 937-1,1121102 1.1.2.01.01.002 - Clínicas e Hospitais,591368,.00,1,33270.00,,29/07/2025,CLINICA,30/05/2025
591367,29/07/2025,24/07/2025,Pagamento #66262,CJ348 IMO - INSTITUTO DE MASTOLOGIA E ONCOLOGIA - GOIANIA - GO,DF - DISTRIBUIDORA 0004 [5],62153,000056263,Sim,4406.22,4406.22,1111232 1.1.1.01.02.032 - Banco DCASH Digital 937-1,1121102 1.1.2.01.01.002 - Clínicas e Hospitais,591367,.00,3,1468.74,,24/07/2025,HOSPITAL,25/04/2025
591366,29/07/2025,24/07/2025,Pagamento #66261,CJ348 IMO - INSTITUTO DE MASTOLOGIA E ONCOLOGIA - GOIANIA - GO,DF - DISTRIBUIDORA 0004 [5],62150,000056260,Sim,3176.64,3176.64,1111232 1.1.1.01.02.032 - Banco DCASH Digital 937-1,1121102 1.1.2.01.01.002 - Clínicas e Hospitais,591366,.00,3,1058.88,,24/07/2025,HOSPITAL,25/04/2025
591365,29/07/2025,29/07/2025,Pagamento #66260,CJ3228 UNIMED HOSPITAL SAO DOMINGOS - CATANDUVA - SP,DF - DISTRIBUIDORA 0004 [5],64192,000058015,Sim,8602.29,8602.29,1111232 1.1.1.01.02.032 - Banco DCASH Digital 937-1,1121102 1.1.2.01.01.002 - Clínicas e Hospitais,591365,.00,2,4301.14,,29/07/2025,HOSPITAL,30/05/2025
591358,29/07/2025,29/07/2025,Pagamento #66259,CJ3228 UNIMED HOSPITAL SAO DOMINGOS - CATANDUVA - SP,DF - DISTRIBUIDORA 0004 [5],64179,000058006,Sim,25019.34,25019.34,1111232 1.1.1.01.02.032 - Banco DCASH Digital 937-1,1121102 1.1.2.01.01.002 - Clínicas e Hospitais,591358,.00,2,12509.67,,29/07/2025,HOSPITAL,30/05/2025
591357,29/07/2025,30/07/2025,Pagamento #66258,CJ2630 UNIMED DE AVARE - SP,DF - DISTRIBUIDORA 0004 [5],65832,000059466,Sim,8638.05,8638.05,1111232 1.1.1.01.02.032 - Banco DCASH Digital 937-1,1121102 1.1.2.01.01.002 - Clínicas e Hospitais,591357,.00,1,8638.05,,30/07/2025,CLINICA,30/06/2025
591356,29/07/2025,29/07/2025,Pagamento #66257,CJ164 UNIMED DE VOLTA REDONDA - RJ,RJ - DISTRIBUIDORA 0001 [1],64162,000199719,Sim,11496.16,11496.16,1111232 1.1.1.01.02.032 - Banco DCASH Digital 937-1,1121102 1.1.2.01.01.002 - Clínicas e Hospitais,591356,.00,3,3832.06,,29/07/2025,HOSPITAL,30/05/2025
591354,29/07/2025,29/07/2025,Pagamento #66256,CJ4667 HOSPITAL UNIMED CUIABA - MT,DF - DISTRIBUIDORA 0004 [5],62530,000056565,Não,103361.78,103361.78,1111308 1.1.1.01.03.008 - Banco ABC Brasil 967-2,1121102 1.1.2.01.01.002 - Clínicas e Hospitais,591354,.00,3,34453.92,,29/07/2025,HOSPITAL,30/04/2025
591351,29/07/2025,29/07/2025,Pagamento #66255,CJ3132 UNIDADE ASSISTENCIAL UNIMED BARBACENA - MG,DF - DISTRIBUIDORA 0004 [5],64139,000057972,Não,14507.70,14507.70,1111311 1.1.1.01.03.011 - Banco SOFISA -  873,1121102 1.1.2.01.01.002 - Clínicas e Hospitais,591351,.00,3,4835.90,,29/07/2025,CLINICA,30/05/2025
591350,29/07/2025,29/07/2025,Pagamento #66254,CJ5006 HOSPITAL DO CORACAO - SAO PAULO - SP,DF - DISTRIBUIDORA 0004 [5],62636,000056678,Sim,14856.80,14856.80,1111244 1.1.1.01.02.044 - Banco AUDAX -  350-0,1121102 1.1.2.01.01.002 - Clínicas e Hospitais,591350,.00,1,14856.80,,29/07/2025,HOSPITAL,30/04/2025
591349,29/07/2025,30/07/2025,Pagamento #66253,CJ5516 PRONTO ATENDIMENTO 24 HORAS UNIMED - ANDRADINA - SP,SC - DISTRIBUIDORA 0006 [8],66002,000001292,Sim,9600.00,9600.00,2111126 2.1.1.01.01.026 - Desconto Fácil Banco Safra,1121102 1.1.2.01.01.002 - Clínicas e Hospitais,591349,.00,1,9600.00,,30/07/2025,HOSPITAL,02/07/2025
591321,29/07/2025,24/09/2025,Pagamento #66252,CJ206 HOSPITAL UNIMED SUL CAPIXABA - CACHOEIRO DE ITAPEMIRIM - ES,DF - DISTRIBUIDORA 0004 [5],65536,000059180,Sim,18609.60,18609.60,1111254 1.1.1.01.02.054  - Banco Ophir  -  7840-2,1121102 1.1.2.01.01.002 - Clínicas e Hospitais,591321,.00,1,6203.20,,26/07/2025,HOSPITAL,26/06/2025
591320,29/07/2025,24/09/2025,Pagamento #66251,CJ206 HOSPITAL UNIMED SUL CAPIXABA - CACHOEIRO DE ITAPEMIRIM - ES,DF - DISTRIBUIDORA 0004 [5],65535,000059179,Sim,48479.00,48479.00,1111254 1.1.1.01.02.054  - Banco Ophir  -  7840-2,1121102 1.1.2.01.01.002 - Clínicas e Hospitais,591320,.00,1,16159.67,,26/07/2025,HOSPITAL,26/06/2025
591319,29/07/2025,26/10/2025,Pagamento #66250,CJ405 UNIMED SERGIPE - ARACAJU - SE,DF - DISTRIBUIDORA 0004 [5],65506,000059155,Sim,10368.80,10368.80,1111254 1.1.1.01.02.054  - Banco Ophir  -  7840-2,1121101 1.1.2.01.01.001 - Operadoras de Saúde,591319,.00,1,2592.20,,26/07/2025,OPERADORA,26/06/2025
591318,29/07/2025,26/07/2025,Pagamento #66249,CJ2805 HOSPITAL UNIMED PRONTO ATENDIMENTO - POÇOS DE CALDAS -MG,DF - DISTRIBUIDORA 0004 [5],65534,000059178,Sim,9671.80,9671.80,1111254 1.1.1.01.02.054  - Banco Ophir  -  7840-2,1121102 1.1.2.01.01.002 - Clínicas e Hospitais,591318,.00,1,9671.80,,26/07/2025,HOSPITAL,26/06/2025
591317,29/07/2025,26/07/2025,Pagamento #66248,CJ3213 ESPACO VIVER BEM EVB - LAVRAS - SP,DF - DISTRIBUIDORA 0004 [5],65527,000059173,Sim,8521.64,8521.64,1111254 1.1.1.01.02.054  - Banco Ophir  -  7840-2,1121102 1.1.2.01.01.002 - Clínicas e Hospitais,591317,.00,1,8521.64,,26/07/2025,CLINICA,26/06/2025
591314,29/07/2025,25/08/2025,Pagamento #66247,CJ159 UNIMED DE NOVA FRIBURGO - RJ,DF - DISTRIBUIDORA 0004 [5],65533,000059177,Sim,5467.11,5467.11,1111254 1.1.1.01.02.054  - Banco Ophir  -  7840-2,1121102 1.1.2.01.01.002 - Clínicas e Hospitais,591314,.00,1,1822.37,,26/07/2025,HOSPITAL,26/06/2025
591312,29/07/2025,24/09/2025,Pagamento #66246,CJ4247 HOSPITAL UNIMED COSTA DO SOL - UNIDADE GLORIA - MACAE - RJ,DF - DISTRIBUIDORA 0004 [5],65504,000059153,Sim,36996.40,36996.40,1111254 1.1.1.01.02.054  - Banco Ophir  -  7840-2,1121102 1.1.2.01.01.002 - Clínicas e Hospitais,591312,.00,1,12332.13,,26/07/2025,HOSPITAL,26/06/2025
591311,29/07/2025,26/07/2025,Pagamento #66245,CJ4667 HOSPITAL UNIMED CUIABA - MT,DF - DISTRIBUIDORA 0004 [5],65525,000059171,Sim,35167.00,35167.00,1111254 1.1.1.01.02.054  - Banco Ophir  -  7840-2,1121102 1.1.2.01.01.002 - Clínicas e Hospitais,591311,.00,1,35167.00,,26/07/2025,HOSPITAL,26/06/2025
591308,29/07/2025,25/08/2025,Pagamento #66244,CJ4012 HOSPITAL POLICLIN - SAO JOSE DOS CAMPOS - SP,DF - DISTRIBUIDORA 0004 [5],65528,000059174,Sim,7625.16,7625.16,1111254 1.1.1.01.02.054  - Banco Ophir  -  7840-2,1121102 1.1.2.01.01.002 - Clínicas e Hospitais,591308,.00,1,3812.58,,26/07/2025,HOSPITAL,26/06/2025
591307,29/07/2025,24/09/2025,Pagamento #66243,CJ5077 GAMSO - BELEM - PA,DF - DISTRIBUIDORA 0004 [5],65522,000059168,Sim,10311.85,10311.85,1111254 1.1.1.01.02.054  - Banco Ophir  -  7840-2,1121102 1.1.2.01.01.002 - Clínicas e Hospitais,591307,.00,1,3437.28,,26/07/2025,HOSPITAL,26/06/2025
591206,31/07/2025,01/08/2025,Pagamento #66242,CJ3022 CENTRO DE ONCOLOGIA MEDSENIOR - VITORIA - ES,DF - DISTRIBUIDORA 0004 [5],65900,000059560,Sim,80148.00,80148.00,2111127 2.1.1.01.01.027 - Day Maxx 2 F.I.D.C.,1121102 1.1.2.01.01.002 - Clínicas e Hospitais,591206,.00,1,80148.00,,01/08/2025,CLINICA,02/07/2025
591205,31/07/2025,30/08/2025,Pagamento #66241,CJ5286 ONCOMED - CUIABA - MT,DF - DISTRIBUIDORA 0004 [5],65894,000059548,Sim,293860.16,293860.16,2111127 2.1.1.01.01.027 - Day Maxx 2 F.I.D.C.,1121102 1.1.2.01.01.002 - Clínicas e Hospitais,591205,.00,1,146930.08,,31/07/2025,CLINICA,01/07/2025
591204,31/07/2025,30/08/2025,Pagamento #66240,CJ4838 ONCOLOGIA LITORAL UNIMED - PARANAGUA - PR,DF - DISTRIBUIDORA 0004 [5],65883,000059545,Sim,39721.93,39721.93,2111127 2.1.1.01.01.027 - Day Maxx 2 F.I.D.C.,1121102 1.1.2.01.01.002 - Clínicas e Hospitais,591204,.00,1,19860.97,,31/07/2025,HOSPITAL,01/07/2025
591203,31/07/2025,31/07/2025,Pagamento #66239,CJ3966 UNIMED VALE DO CARANGOLA - CENTRO - MG,DF - DISTRIBUIDORA 0004 [5],65882,000059544,Sim,967.18,967.18,2111127 2.1.1.01.01.027 - Day Maxx 2 F.I.D.C.,1121101 1.1.2.01.01.001 - Operadoras de Saúde,591203,.00,1,967.18,,31/07/2025,OPERADORA,01/07/2025
591202,31/07/2025,31/07/2025,Pagamento #66238,CJ3234 UNIMED ALFENAS - MG,DF - DISTRIBUIDORA 0004 [5],65881,000059543,Sim,967.18,967.18,2111127 2.1.1.01.01.027 - Day Maxx 2 F.I.D.C.,1121101 1.1.2.01.01.001 - Operadoras de Saúde,591202,.00,1,967.18,,31/07/2025,OPERADORA,01/07/2025
591201,31/07/2025,31/07/2025,Pagamento #66237,CJ1398 ASSOCIAÇAO DOS FORNECEDORES DE CANA DE PIRACICABA - SP,DF - DISTRIBUIDORA 0004 [5],65880,000059542,Sim,17223.92,17223.92,2111127 2.1.1.01.01.027 - Day Maxx 2 F.I.D.C.,1121102 1.1.2.01.01.002 - Clínicas e Hospitais,591201,.00,1,17223.92,,31/07/2025,HOSPITAL,01/07/2025
591200,31/07/2025,31/07/2025,Pagamento #66236,CJ3966 UNIMED VALE DO CARANGOLA - CENTRO - MG,DF - DISTRIBUIDORA 0004 [5],65879,000059541,Sim,967.18,967.18,2111127 2.1.1.01.01.027 - Day Maxx 2 F.I.D.C.,1121101 1.1.2.01.01.001 - Operadoras de Saúde,591200,.00,1,967.18,,31/07/2025,OPERADORA,01/07/2025
591199,31/07/2025,30/08/2025,Pagamento #66235,CJ3874 HOSPITAL UNIMED CIRCUITO DAS AGUAS - SAO LOURENÇO - MG,DF - DISTRIBUIDORA 0004 [5],65878,000059540,Sim,25742.30,25742.30,2111127 2.1.1.01.01.027 - Day Maxx 2 F.I.D.C.,1121102 1.1.2.01.01.002 - Clínicas e Hospitais,591199,.00,1,8580.77,,31/07/2025,HOSPITAL,01/07/2025
591198,31/07/2025,31/07/2025,Pagamento #66234,CJ3231 HOSPITAL UNIMED SAO CARLOS  - UNIDADE II - SP,DF - DISTRIBUIDORA 0004 [5],65876,000059538,Sim,5592.76,5592.76,2111127 2.1.1.01.01.027 - Day Maxx 2 F.I.D.C.,1121102 1.1.2.01.01.002 - Clínicas e Hospitais,591198,.00,1,5592.76,,31/07/2025,HOSPITAL,01/07/2025
591197,31/07/2025,31/07/2025,Pagamento #66233,CJ4667 HOSPITAL UNIMED CUIABA - MT,DF - DISTRIBUIDORA 0004 [5],65870,000059533,Sim,18277.80,18277.80,2111127 2.1.1.01.01.027 - Day Maxx 2 F.I.D.C.,1121102 1.1.2.01.01.002 - Clínicas e Hospitais,591197,.00,1,18277.80,,31/07/2025,HOSPITAL,01/07/2025
591196,31/07/2025,29/09/2025,Pagamento #66232,CJ1900 COMPLEXO HOSPITALAR SANTA CASA BRAGANCA PAULISTA - SP,DF - DISTRIBUIDORA 0004 [5],65867,000059529,Sim,3880.00,3880.00,2111127 2.1.1.01.01.027 - Day Maxx 2 F.I.D.C.,1121102 1.1.2.01.01.002 - Clínicas e Hospitais,591196,.00,1,1293.33,,31/07/2025,HOSPITAL,01/07/2025
591195,31/07/2025,15/08/2025,Pagamento #66231,CJ4114 UNIMED VALE DO AÇO - CORONEL FABRICIANO - MG,DF - DISTRIBUIDORA 0004 [5],65859,000059521,Sim,5020.08,5020.08,2111127 2.1.1.01.01.027 - Day Maxx 2 F.I.D.C.,1121101 1.1.2.01.01.001 - Operadoras de Saúde,591195,.00,1,2510.04,,31/07/2025,OPERADORA,01/07/2025
591194,31/07/2025,31/07/2025,Pagamento #66230,CJ3619 UNIMED TRES PONTAS  - MG,DF - DISTRIBUIDORA 0004 [5],65858,000059520,Sim,967.18,967.18,2111127 2.1.1.01.01.027 - Day Maxx 2 F.I.D.C.,1121101 1.1.2.01.01.001 - Operadoras de Saúde,591194,.00,1,967.18,,31/07/2025,OPERADORA,01/07/2025
591193,31/07/2025,15/08/2025,Pagamento #66229,CJ4858 BRASIL SAUDE - NILOPOLIS - RJ,DF - DISTRIBUIDORA 0004 [5],65856,000059518,Sim,8619.10,8619.10,2111127 2.1.1.01.01.027 - Day Maxx 2 F.I.D.C.,1121103 1.1.2.01.01.003 - Outros Clientes Pessoa Jurídica,591193,.00,1,4309.55,,31/07/2025,DISTRIBUIDORA,01/07/2025
591192,31/07/2025,29/09/2025,Pagamento #66228,CJ4906 IBCC ONCOLOGIA - SAO PAULO - SP,DF - DISTRIBUIDORA 0004 [5],65855,000059517,Sim,41910.55,41910.55,2111127 2.1.1.01.01.027 - Day Maxx 2 F.I.D.C.,1121102 1.1.2.01.01.002 - Clínicas e Hospitais,591192,.00,1,13970.18,,31/07/2025,HOSPITAL,01/07/2025
591191,31/07/2025,31/07/2025,Pagamento #66227,CJ4655 HOSPITAL UNIMED DE ARACATUBA - SP,DF - DISTRIBUIDORA 0004 [5],65853,000059515,Sim,3058.79,3058.79,2111127 2.1.1.01.01.027 - Day Maxx 2 F.I.D.C.,1121102 1.1.2.01.01.002 - Clínicas e Hospitais,591191,.00,1,3058.79,,31/07/2025,HOSPITAL,01/07/2025
591190,31/07/2025,31/07/2025,Pagamento #66226,CJ4737 AMERICANCOR HOSPITAL - RIO DE JANEIRO - RJ,DF - DISTRIBUIDORA 0004 [5],65851,000059513,Sim,1682.75,1682.75,2111127 2.1.1.01.01.027 - Day Maxx 2 F.I.D.C.,1121102 1.1.2.01.01.002 - Clínicas e Hospitais,591190,.00,1,1682.75,,31/07/2025,HOSPITAL,01/07/2025
591189,31/07/2025,29/09/2025,Pagamento #66225,CJ4906 IBCC ONCOLOGIA - SAO PAULO - SP,DF - DISTRIBUIDORA 0004 [5],65847,000059509,Sim,17017.56,17017.56,2111127 2.1.1.01.01.027 - Day Maxx 2 F.I.D.C.,1121102 1.1.2.01.01.002 - Clínicas e Hospitais,591189,.00,1,5672.52,,31/07/2025,HOSPITAL,01/07/2025
591188,31/07/2025,30/08/2025,Pagamento #66224,CJ173 UNIMED NOVA IGUACU - RJ,DF - DISTRIBUIDORA 0004 [5],65844,000059506,Sim,12058.80,12058.80,2111127 2.1.1.01.01.027 - Day Maxx 2 F.I.D.C.,1121101 1.1.2.01.01.001 - Operadoras de Saúde,591188,.00,1,6029.40,,31/07/2025,OPERADORA,01/07/2025
591187,31/07/2025,30/08/2025,Pagamento #66223,CJ157 HOSPITAL UNIMED BIRIGUI - SP,DF - DISTRIBUIDORA 0004 [5],65842,000059504,Sim,3080.30,3080.30,2111127 2.1.1.01.01.027 - Day Maxx 2 F.I.D.C.,1121102 1.1.2.01.01.002 - Clínicas e Hospitais,591187,.00,1,1026.77,,31/07/2025,HOSPITAL,01/07/2025
591186,31/07/2025,30/08/2025,Pagamento #66222,CJ5097 SANTA CASA DE MISERICORDIA DE MARILIA - SP,DF - DISTRIBUIDORA 0004 [5],65841,000059503,Sim,14065.00,14065.00,2111127 2.1.1.01.01.027 - Day Maxx 2 F.I.D.C.,1121102 1.1.2.01.01.002 - Clínicas e Hospitais,591186,.00,2,7032.50,,30/08/2025,HOSPITAL,01/07/2025
591185,31/07/2025,30/08/2025,Pagamento #66221,CJ5097 SANTA CASA DE MISERICORDIA DE MARILIA - SP,DF - DISTRIBUIDORA 0004 [5],65840,000059502,Sim,25445.00,25445.00,2111127 2.1.1.01.01.027 - Day Maxx 2 F.I.D.C.,1121102 1.1.2.01.01.002 - Clínicas e Hospitais,591185,.00,2,12722.50,,30/08/2025,HOSPITAL,01/07/2025
591184,31/07/2025,30/08/2025,Pagamento #66220,CJ3866 HOSPITAL E MATERNIDADE UNIMED DE OURINHOS - SP,DF - DISTRIBUIDORA 0004 [5],65839,000059501,Sim,5592.70,5592.70,2111127 2.1.1.01.01.027 - Day Maxx 2 F.I.D.C.,1121102 1.1.2.01.01.002 - Clínicas e Hospitais,591184,.00,1,1864.23,,31/07/2025,HOSPITAL,01/07/2025
591183,31/07/2025,31/07/2025,Pagamento #66219,CJ4838 ONCOLOGIA LITORAL UNIMED - PARANAGUA - PR,DF - DISTRIBUIDORA 0004 [5],65837,000059499,Sim,3160.17,3160.17,2111127 2.1.1.01.01.027 - Day Maxx 2 F.I.D.C.,1121102 1.1.2.01.01.002 - Clínicas e Hospitais,591183,.00,1,3160.17,,31/07/2025,HOSPITAL,01/07/2025
591089,31/07/2025,25/09/2025,Pagamento #66218,CJ2882 UNIMED DE LONDRINA - PR,DF - DISTRIBUIDORA 0004 [5],66014,000059658,Não,40980.63,40980.63,1111231 1.1.1.01.02.031 - Banco BOCOM BBM 155-1,1121101 1.1.2.01.01.001 - Operadoras de Saúde,591089,.00,1,13660.21,,31/07/2025,OPERADORA,03/07/2025
591088,31/07/2025,01/08/2025,Pagamento #66217,CJ4073 MEDSENIOR BRASILIA - DF,DF - DISTRIBUIDORA 0004 [5],65961,000059611,Não,58730.00,58730.00,1111231 1.1.1.01.02.031 - Banco BOCOM BBM 155-1,1121102 1.1.2.01.01.002 - Clínicas e Hospitais,591088,.00,1,58730.00,,01/08/2025,CLINICA,02/07/2025
591087,31/07/2025,15/08/2025,Pagamento #66216,CJ129 ONKO SOL ASSISTENCIA MEDICA ONCOLOGICA - CABO FRIO - RJ,RJ - DISTRIBUIDORA 0001 [1],64992,000199816,Não,38068.00,38068.00,1111231 1.1.1.01.02.031 - Banco BOCOM BBM 155-1,1121102 1.1.2.01.01.002 - Clínicas e Hospitais,591087,.00,2,12689.33,,31/07/2025,CLINICA,16/06/2025
591086,31/07/2025,15/08/2025,Pagamento #66215,CJ5256 PROGOODS - DISTRIBUIDORA - SÃO PAULO - SP,DF - DISTRIBUIDORA 0004 [5],64982,000058680,Não,40672.65,40672.65,1111231 1.1.1.01.02.031 - Banco BOCOM BBM 155-1,1121103 1.1.2.01.01.003 - Outros Clientes Pessoa Jurídica,591086,.00,2,13557.55,,31/07/2025,DISTRIBUIDORA,16/06/2025
591085,31/07/2025,11/08/2025,Pagamento #66214,CJ5202 INSTITUTO VITARE - SAO PAULO - SP,DF - DISTRIBUIDORA 0004 [5],64897,000058593,Não,14202.55,14202.55,1111231 1.1.1.01.02.031 - Banco BOCOM BBM 155-1,1121102 1.1.2.01.01.002 - Clínicas e Hospitais,591085,.00,1,14202.55,,11/08/2025,CLINICA,12/06/2025
591084,31/07/2025,10/09/2025,Pagamento #66213,CJ348 IMO - INSTITUTO DE MASTOLOGIA E ONCOLOGIA - GOIANIA - GO,DF - DISTRIBUIDORA 0004 [5],64858,000058558,Não,31179.66,31179.66,1111231 1.1.1.01.02.031 - Banco BOCOM BBM 155-1,1121102 1.1.2.01.01.002 - Clínicas e Hospitais,591084,.00,1,10393.22,,12/07/2025,HOSPITAL,12/06/2025
591083,31/07/2025,28/07/2025,Pagamento #66212,CJ5411 IRMANDADE DA SANTA CASA DE MISERICORDIA DE PORTO ALEGRE - RS,DF - DISTRIBUIDORA 0004 [5],64095,000057937,Não,74130.00,74130.00,1111231 1.1.1.01.02.031 - Banco BOCOM BBM 155-1,1121103 1.1.2.01.01.003 - Outros Clientes Pessoa Jurídica,591083,.00,1,74130.00,,28/07/2025,HOSPITAL,29/05/2025
591082,31/07/2025,25/07/2025,Pagamento #66211,CJ2795 UNIMED JUIZ DE FORA HOSPITAL DR HUGO BORGES - JUIZ DE FORA - MG,DF - DISTRIBUIDORA 0004 [5],63753,000057624,Não,5393.63,5393.63,1111231 1.1.1.01.02.031 - Banco BOCOM BBM 155-1,1121102 1.1.2.01.01.002 - Clínicas e Hospitais,591082,.00,2,2696.81,,25/07/2025,HOSPITAL,26/05/2025
591081,31/07/2025,31/07/2025,Pagamento #66210,CJ1691 INSTITUTO D CLINICAS E CIRURGIA DE JUIZ DE F,DF - DISTRIBUIDORA 0004 [5],63657,000057544,Não,28699.40,28699.40,1111231 1.1.1.01.02.031 - Banco BOCOM BBM 155-1,1121102 1.1.2.01.01.002 - Clínicas e Hospitais,591081,.00,1,28699.40,,31/07/2025,HOSPITAL,23/05/2025
591080,31/07/2025,31/07/2025,Pagamento #66209,CJ3732 S.O.U SERVICO DE ONCOLOGIA DE UBERABA - MG,DF - DISTRIBUIDORA 0004 [5],62665,000056707,Não,14349.73,14349.73,1111231 1.1.1.01.02.031 - Banco BOCOM BBM 155-1,1121102 1.1.2.01.01.002 - Clínicas e Hospitais,591080,.00,3,4783.25,,31/07/2025,CLINICA,02/05/2025
591079,31/07/2025,31/07/2025,Pagamento #66208,CJ5006 HOSPITAL DO CORACAO - SAO PAULO - SP,DF - DISTRIBUIDORA 0004 [5],62653,000056694,Não,37707.81,37707.81,1111231 1.1.1.01.02.031 - Banco BOCOM BBM 155-1,1121102 1.1.2.01.01.002 - Clínicas e Hospitais,591079,.00,1,37707.81,,31/07/2025,HOSPITAL,02/05/2025
591078,31/07/2025,31/07/2025,Pagamento #66207,CJ5006 HOSPITAL DO CORACAO - SAO PAULO - SP,DF - DISTRIBUIDORA 0004 [5],62652,000056693,Não,6550.00,6550.00,1111231 1.1.1.01.02.031 - Banco BOCOM BBM 155-1,1121102 1.1.2.01.01.002 - Clínicas e Hospitais,591078,.00,1,6550.00,,31/07/2025,HOSPITAL,02/05/2025
